Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 POPCEN)","POPULATION
(2015 POPCEN)",
148102009,Katablangan,Bgy,,,,R, 559 ,
148102010,Malama,Bgy,,,,R," 2,979 ",
148102011,Manag,Bgy,,,,R," 1,771 ",
148102012,Nabuangan,Bgy,,,,R, 528 ,
148102013,Paddaoan,Bgy,,,,R," 1,678 ",
148102014,Puguin,Bgy,,,,R, 859 ,
148102015,Ripang,Bgy,Old Pob.,,,R, 979 ,
148102016,Sacpil,Bgy,,,,R," 1,230 ",
148102017,Talifugo,Bgy,,,,R," 1,106 ",
148102018,Banban,Bgy,,,,R," 1,088 ",
148102019,Guinaang,Bgy,,,,R," 1,507 ",
148102020,Ili,Bgy,,,,R," 1,325 ",
148102021,Mawegui,Bgy,,,,R, 800 ,
148103000,Flora,Mun,,,3rd,," 17,391 ",
148103001,Allig,Bgy,,,,R," 1,635 ",
148103002,Anninipan,Bgy,,,,R," 1,047 ",
148103003,Atok,Bgy,,,,R, 642 ,
148103004,Bagutong,Bgy,,,,R," 1,365 ",
148103005,Balasi,Bgy,,,,R, 243 ,
148103006,Balluyan,Bgy,,,,R," 1,429 ",
148103008,Malayugan,Bgy,,,,R," 1,294 ",
148103009,Malubibit Norte,Bgy,,,,R," 1,008 ",
148103010,Poblacion East,Bgy,,,,R," 2,717 ",
148103011,Tamalunog,Bgy,,,,R, 921 ,
148103012,Mallig,Bgy,,,,R, 564 ,
148103013,Malubibit Sur,Bgy,,,,R, 588 ,
148103014,Poblacion West,Bgy,,,,R," 1,990 ",
148103015,San Jose,Bgy,,,,R, 714 ,
148103016,Santa Maria,Bgy,,,,R, 998 ,
148103017,Upper Atok,Bgy,Coliman,,,R, 236 ,
148104000,Kabugao (Capital),Mun,,,1st,," 15,537 ",
148104001,Badduat,Bgy,,,,R, 943 ,
148104002,Baliwanan,Bgy,,,,R, 480 ,
148104004,Bulu,Bgy,,,,R, 297 ,
148104005,Dagara,Bgy,,,,R, 541 ,
148104006,Dibagat,Bgy,,,,R, 704 ,
148104007,Cabetayan,Bgy,,,,R, 613 ,
148104008,Karagawan,Bgy,,,,R, 655 ,
148104009,Kumao,Bgy,,,,R, 570 ,
148104010,Laco,Bgy,,,,R, 411 ,
148104011,Lenneng,Bgy,Liyyeng,,,R," 2,541 ",
148104012,Lucab,Bgy,,,,R, 604 ,
148104013,Luttuacan,Bgy,,,,R," 1,042 ",
148104014,Madatag,Bgy,,,,R, 798 ,
148104015,Madduang,Bgy,,,,R, 467 ,
148104016,Magabta,Bgy,,,,R, 203 ,
148104017,Maragat,Bgy,,,,R, 453 ,
148104018,Musimut,Bgy,,,,R, 607 ,
148104019,Nagbabalayan,Bgy,,,,R, 482 ,
148104020,Poblacion,Bgy,,,,R," 2,629 ",
148104021,Tuyangan,Bgy,,,,R, 285 ,
148104022,Waga,Bgy,,,,R, 212 ,
148105000,Luna,Mun,,,2nd,," 19,063 ",
148105001,Bacsay,Bgy,,,,R, 769 ,
148105002,Capagaypayan,Bgy,,,,R, 524 ,
148105003,Dagupan,Bgy,,,,R," 2,194 ",
148105004,Lappa,Bgy,,,,R, 727 ,
148105006,Marag,Bgy,,,,R, 581 ,
148105007,Poblacion,Bgy,,,,R," 1,181 ",
148105008,Quirino,Bgy,,,,R," 1,353 ",
148105009,Salvacion,Bgy,,,,R, 372 ,
148105010,San Francisco,Bgy,,,,R, 880 ,
148105011,San Isidro Norte,Bgy,,,,R, 759 ,
148105012,San Sebastian,Bgy,,,,R, 442 ,
148105013,Santa Lina,Bgy,,,,R," 1,166 ",
148105014,Tumog,Bgy,,,,R," 1,495 ",
148105015,Zumigui,Bgy,,,,R, 672 ,
148105016,Cagandungan,Bgy,,,,R, 647 ,
148105017,Calabigan,Bgy,,,,R, 368 ,
148105018,Cangisitan,Bgy,,,,R, 713 ,
148105019,Luyon,Bgy,,,,R, 383 ,
148105020,San Gregorio,Bgy,,,,R, 548 ,
148105021,San Isidro Sur,Bgy,,,,R," 1,545 ",
148105022,Shalom,Bgy,,,,R, 652 ,
148105023,Turod,Bgy,,,,R," 1,092 ",
148106000,Pudtol,Mun,,,4th,," 14,925 ",
148106001,Aga,Bgy,,,,R, 343 ,
148106002,Alem,Bgy,,,,R, 855 ,
148106006,Cabatacan,Bgy,,,,R," 1,529 ",
148106007,Cacalaggan,Bgy,,,,R, 513 ,
148106009,Capannikian,Bgy,,,,R," 1,381 ",
148106010,Lower Maton,Bgy,,,,R, 369 ,
148106012,Malibang,Bgy,,,,R, 539 ,
148106014,Mataguisi,Bgy,,,,R," 1,004 ",
148106016,Poblacion,Bgy,,,,R, 911 ,
148106017,San Antonio,Bgy,Pugo,,,R, 186 ,
148106020,Swan,Bgy,,,,R," 1,503 ",
148106021,Upper Maton,Bgy,,,,R, 409 ,
148106022,Amado,Bgy,,,,R, 802 ,
148106023,Aurora,Bgy,,,,R, 355 ,
148106024,Doña Loreta,Bgy,,,,R, 737 ,
148106025,Emilia,Bgy,,,,R, 537 ,
148106026,Imelda,Bgy,,,,R, 621 ,
148106027,Lt. Balag,Bgy,,,,R, 214 ,
148106028,Lydia,Bgy,,,,R, 624 ,
148106029,San Jose,Bgy,,,,R, 344 ,
148106030,San Luis,Bgy,,,,R, 772 ,
148106031,San Mariano,Bgy,,,,R, 377 ,
148107000,Santa Marcela,Mun,,,4th,," 13,613 ",
148107001,Barocboc,Bgy,,,,R," 1,448 ",
148107002,Consuelo,Bgy,,,,R," 1,037 ",
148107003,Imelda,Bgy,Sipa Annex,,,R, 978 ,
148107004,Malekkeg,Bgy,,,,R," 1,141 ",
148107005,Marcela (Pob.),Bgy,,,,R," 1,296 ",
148107006,Nueva,Bgy,,,,R, 803 ,
148107007,Panay,Bgy,,,,R, 969 ,
148107008,San Antonio,Bgy,,,,R, 822 ,
148107011,Sipa Proper,Bgy,,,,R," 1,237 ",
148107012,Emiliana,Bgy,,,,R, 785 ,
148107013,San Carlos,Bgy,,,,R," 1,390 ",
148107014,San Juan,Bgy,,,,R, 638 ,
148107015,San Mariano,Bgy,,,,R," 1,069 ",
150000000,Autonomous Region In Muslim Mindanao (ARMM),Reg,,,,," 3,781,387 ",
150700000,Basilan,Prov,,,3rd,," (excluding CITY OF ISABELA) 346,579 ",
150702000,City of Lamitan (Capital),City,,CC,6th,," 74,782 ",
150702001,Arco,Bgy,,,,R, 672 ,
150702002,Ba-as,Bgy,,,,R," 1,255 ",
150702004,Baimbing,Bgy,,,,R, 500 ,
150702005,Balagtasan,Bgy,,,,R," 2,359 ",
150702006,Balas,Bgy,,,,R," 2,918 ",
150702007,Balobo,Bgy,,,,R," 2,017 ",
150702008,Bato,Bgy,,,,R," 4,279 ",
150702010,Boheyakan,Bgy,,,,R, 779 ,
150702011,Buahan,Bgy,,,,R," 1,303 ",
150702012,Boheibu,Bgy,,,,R," 1,298 ",
150702013,Bohesapa,Bgy,,,,R, 855 ,
150702014,Bulingan,Bgy,,,,R, 806 ,
150702016,Cabobo,Bgy,,,,R, 892 ,
150702018,Campo Uno,Bgy,,,,U," 1,364 ",
150702020,Colonia,Bgy,,,,R," 3,067 ",
150702024,Calugusan,Bgy,,,,U, 953 ,
150702025,Kulay Bato,Bgy,,,,R," 3,674 ",
150702028,Limo-ok,Bgy,,,,U," 2,610 ",
150702032,Lo-ok,Bgy,,,,R," 1,080 ",
150702034,Lumuton,Bgy,,,,R, 649 ,
150702035,Luksumbang,Bgy,,,,R, 612 ,
150702036,Malo-ong Canal,Bgy,,,,R," 1,391 ",
150702037,Malo-ong San Jose,Bgy,,,,R," 1,826 ",
150702039,Parangbasak,Bgy,,,,R," 1,607 ",
150702045,Santa Clara,Bgy,,,,U," 5,360 ",
150702047,Tandong Ahas,Bgy,,,,R," 1,078 ",
150702049,Tumakid,Bgy,,,,R," 1,002 ",
150702050,Ubit,Bgy,,,,R," 1,648 ",
150702054,Bohebessey,Bgy,,,,R, 622 ,
150702055,Baungos,Bgy,,,,R, 831 ,
150702056,Danit-Puntocan,Bgy,,,,R, 620 ,
150702057,Sabong,Bgy,,,,R, 631 ,
150702058,Sengal,Bgy,,,,R," 1,793 ",
150702059,Ulame,Bgy,,,,R," 1,599 ",
150702060,Bohenange,Bgy,,,,R, 822 ,
150702061,Boheyawas,Bgy,,,,R," 1,409 ",
150702062,Bulanting,Bgy,,,,R, 600 ,
150702063,Lebbuh,Bgy,,,,R, 681 ,
150702064,Maganda,Bgy,,,,R," 3,691 ",
150702065,Malakas,Bgy,,,,U," 1,518 ",
150702066,Maligaya,Bgy,,,,R," 2,676 ",
150702067,Malinis (Pob.),Bgy,,,,U," 1,849 ",
150702068,Matatag,Bgy,,,,U," 2,169 ",
150702069,Matibay,Bgy,,,,U," 4,737 ",
150702070,Simbangon,Bgy,,,,R, 680 ,
150703000,Lantawan,Mun,,,3rd,," 24,594 ",
150703001,Atong-atong,Bgy,,,,R," 2,368 ",
150703003,Baungis,Bgy,,,,R, 524 ,
150703004,Bulanza,Bgy,,,,R, 771 ,
150703007,Lantawan Proper (Pob.),Bgy,,,,R, 919 ,
150703008,Lower Manggas,Bgy,,,,R," 1,025 ",
150703011,Matarling,Bgy,,,,R, 929 ,
150703012,Matikang,Bgy,,,,R, 918 ,
150703016,Tairan,Bgy,,,,R," 2,104 ",
150703017,Upper Manggas,Bgy,,,,R, 971 ,
150703018,Bagbagon,Bgy,,,,R, 829 ,
150703019,Bulan-bulan,Bgy,,,,R," 1,463 ",
150703021,Suba-an,Bgy,Pangasahan,,,R, 895 ,
150703024,Lower Bañas,Bgy,,,,R, 599 ,
150703025,Upper Bañas,Bgy,,,,R, 571 ,
150703026,Calugusan,Bgy,,,,R, 870 ,
150703027,Canibungan,Bgy,,,,R," 1,847 ",
150703029,Landugan,Bgy,,,,R, 452 ,
150703030,Lawila,Bgy,,,,R, 643 ,
150703031,Lawi-lawi,Bgy,,,,R, 994 ,
150703033,Pamucalin,Bgy,,,,R," 1,228 ",
150703034,Switch Yakal,Bgy,,,,R," 1,056 ",
150703035,Paniongan,Bgy,,,,R, 612 ,
150703036,Luuk-Maluha,Bgy,,,,R, 498 ,
150703037,Calayan,Bgy,,,,R, 507 ,
150703038,Parian-Baunoh,Bgy,,,,R," 1,001 ",
150704000,Maluso,Mun,,,4th,," 40,646 ",
150704001,Abong-Abong,Bgy,,,,R, 965 ,
150704002,Batungal,Bgy,,,,R," 1,207 ",
150704003,Calang Canas,Bgy,,,,R," 2,862 ",
150704004,Guanan North,Bgy,Zone I,,,R," 1,079 ",
150704005,Guanan South,Bgy,Zone II,,,R," 1,336 ",
150704006,Limbubong,Bgy,,,,U, 976 ,
150704007,Mahayahay Lower,Bgy,Zone I,,,R, 595 ,
150704008,Muslim Area,Bgy,,,,R, 509 ,
150704009,Port Holland Zone I Pob.,Bgy,Upper,,,R," 3,784 ",
150704010,Port Holland Zone II Pob.,Bgy,Shipyard Main,,,U," 2,649 ",
150704011,Port Holland Zone III Pob.,Bgy,Samal Village,,,R," 4,532 ",
150704012,Port Holland Zone IV,Bgy,Lower,,,U," 5,834 ",
150704013,Townsite (Pob.),Bgy,,,,R," 4,993 ",
150704015,Taberlongan,Bgy,,,,R," 1,855 ",
150704016,Fuente Maluso,Bgy,,,,R," 1,185 ",
150704017,Tamuk,Bgy,,,,R, 976 ,
150704018,Tubigan,Bgy,,,,R," 1,424 ",
150704019,Mahayahay Upper,Bgy,Zone II,,,R," 1,252 ",
150704020,Port Holland Zone V,Bgy,Shipyard Tabuk,,,U," 2,054 ",
150704021,Upper Garlayan,Bgy,,,,R, 579 ,
150705000,Sumisip,Mun,,,1st,," 41,730 ",
150705001,Bacung,Bgy,,,,R," 1,900 ",
150705002,Benembengan Lower,Bgy,,,,R, 810 ,
150705006,Buli-buli,Bgy,,,,R," 1,271 ",
150705007,Cabcaban,Bgy,,,,R," 1,413 ",
150705010,Guiong,Bgy,,,,R," 2,560 ",
150705013,Manaul,Bgy,,,,R," 1,887 ",
150705014,Mangal (Pob.),Bgy,,,,U," 3,008 ",
150705019,Sumisip Central,Bgy,,,,R," 1,671 ",
150705022,Tumahubong,Bgy,,,,U," 1,919 ",
150705024,Libug,Bgy,,,,R," 1,320 ",
150705025,Tongsengal,Bgy,,,,R," 1,036 ",
150705027,Baiwas,Bgy,,,,R," 1,049 ",
150705028,Basak,Bgy,,,,R," 1,237 ",
150705029,Cabengbeng Lower,Bgy,,,,R," 1,237 ",
150705030,Cabengbeng Upper,Bgy,,,,R," 1,264 ",
150705031,Luuk-Bait,Bgy,,,,R," 1,553 ",
150705032,Mahatalang,Bgy,,,,R," 1,190 ",
150705035,Benembengan Upper,Bgy,,,,R," 1,443 ",
150705036,Bohe-languyan,Bgy,,,,R, 797 ,
150705039,Ettub-ettub,Bgy,,,,R," 1,797 ",
150705041,Kaum-Air,Bgy,,,,R, 828 ,
150705042,Limbocandis,Bgy,,,,R, 878 ,
150705043,Lukketon,Bgy,,,,R," 1,662 ",
150705044,Marang,Bgy,,,,R," 1,014 ",
150705045,Mebak,Bgy,,,,R," 1,302 ",
150705047,Sahaya Bohe Bato,Bgy,,,,R," 1,630 ",
150705048,Sapah Bulak,Bgy,,,,R," 1,452 ",
150705050,Tikus,Bgy,,,,R," 1,482 ",
150705051,Kaumpamatsakem,Bgy,,,,R," 1,120 ",
150706000,Tipo-Tipo,Mun,,,3rd,," 19,163 ",
150706002,Badja,Bgy,,,,R," 3,072 ",
150706003,Bohebaca,Bgy,,,,R," 1,288 ",
150706004,Bohelebung,Bgy,,,,R," 2,305 ",
150706011,Lagayas,Bgy,,,,R, 955 ,
150706012,Limbo-Upas,Bgy,,,,R," 1,117 ",
150706016,Tipo-tipo Proper (Pob.),Bgy,,,,U," 2,983 ",
150706017,Baguindan,Bgy,,,,R," 1,989 ",
150706018,Banah,Bgy,,,,R," 1,900 ",
150706019,Bohe-Tambak,Bgy,,,,R, 958 ,
150706030,Silangkum,Bgy,,,,R," 1,705 ",
150706038,Bangcuang,Bgy,,,,R, 891 ,
150707000,Tuburan,Mun,,,2nd,," 20,207 ",
150707005,Lahi-lahi,Bgy,,,,R," 2,239 ",
150707010,Sinulatan,Bgy,,,,R, 983 ,
150707016,Bohetambis,Bgy,,,,R," 1,290 ",
150707021,Duga-a,Bgy,,,,R," 2,934 ",
150707025,Mahawid,Bgy,,,,R," 1,975 ",
150707028,Lower Sinangkapan,Bgy,,,,R," 2,652 ",
150707033,Tablas Usew,Bgy,,,,R," 1,879 ",
150707034,Calut,Bgy,,,,R," 4,146 ",
150707040,Katipunan,Bgy,,,,R," 1,405 ",
150707041,Lower Tablas,Bgy,,,,R, 704 ,
150708000,Akbar,Mun,,,-,," 17,531 ",
150708001,Caddayan,Bgy,,,,R," 1,090 ",
150708002,Linongan,Bgy,,,,R," 2,454 ",
150708003,Lower Bato-bato,Bgy,,,,R," 1,823 ",
150708004,Mangalut,Bgy,,,,R," 1,603 ",
150708005,Manguso,Bgy,,,,R," 1,201 ",
150708006,Paguengan,Bgy,,,,R," 1,649 ",
150708007,Semut,Bgy,,,,R," 4,483 ",
150708008,Upper Bato-bato,Bgy,,,,U," 1,093 ",
150708009,Upper Sinangkapan,Bgy,,,,R," 2,135 ",
150709000,Al-Barka,Mun,,,-,," 20,905 ",
150709001,Apil-apil,Bgy,,,,R, 895 ,
150709002,Bato-bato,Bgy,,,,R," 1,036 ",
150709003,Bohe-Piang,Bgy,,,,R," 1,115 ",
150709004,Bucalao,Bgy,,,,R," 1,923 ",
150709005,Cambug,Bgy,,,,R," 1,353 ",
150709006,Danapah,Bgy,,,,R," 1,290 ",
150709007,Guinanta,Bgy,,,,R," 2,111 ",
150709008,Kailih,Bgy,,,,R," 1,520 ",
150709009,Kinukutan,Bgy,,,,R," 1,142 ",
150709010,Kuhon,Bgy,,,,R," 1,071 ",
150709011,Kuhon Lennuh,Bgy,,,,R," 1,226 ",
150709012,Linuan,Bgy,,,,R," 1,042 ",
150709013,Lookbisaya,Bgy,Kaulungan Island,,,R," 1,564 ",
150709014,Macalang,Bgy,,,,R, 688 ,
150709015,Magcawa,Bgy,,,,R," 2,094 ",
150709016,Sangkahan,Bgy,Kaulungan Island,,,R, 835 ,
150710000,Hadji Mohammad Ajul,Mun,,,-,," 19,307 ",
150710001,Basakan,Bgy,,,,R," 1,037 ",
150710002,Buton,Bgy,,,,R," 2,927 ",
150710003,Candiis,Bgy,,,,R," 1,813 ",
150710004,Langil,Bgy,,,,R," 1,599 ",
150710005,Langong,Bgy,,,,R," 1,165 ",
150710006,Languyan,Bgy,,,,R," 1,156 ",
150710007,Pintasan,Bgy,,,,R," 1,395 ",
150710008,Seronggon,Bgy,,,,R," 1,596 ",
150710009,Sibago,Bgy,,,,R," 1,789 ",
150710010,Sulutan Matangal,Bgy,,,,R," 1,548 ",
150710011,Tuburan Proper (Pob.),Bgy,,,,R," 3,282 ",
150711000,Ungkaya Pukan,Mun,,,-,," 18,441 ",
150711001,Amaloy,Bgy,,,,U," 1,129 ",
150711002,Bohe-Pahuh,Bgy,,,,R," 1,437 ",
150711003,Bohe-Suyak,Bgy,,,,R," 2,804 ",
150711004,Cabangalan,Bgy,,,,R," 1,010 ",
150711005,Danit,Bgy,,,,R, 818 ,
150711006,Kamamburingan,Bgy,,,,R," 1,018 ",
150711007,Matata,Bgy,,,,R," 1,170 ",
150711008,Materling,Bgy,,,,R," 2,296 ",
150711009,Pipil,Bgy,,,,R," 2,375 ",
150711010,Sungkayut,Bgy,,,,R, 931 ,
150711011,Tongbato,Bgy,,,,R," 1,446 ",
150711012,Ulitan,Bgy,,,,R," 2,007 ",
150712000,Hadji Muhtamad,Mun,,,-,," 25,085 ",
150712001,Baluk-baluk,Bgy,,,,R," 1,585 ",
150712002,Dasalan,Bgy,,,,R," 2,970 ",
150712003,Lubukan,Bgy,,,,R," 3,260 ",
150712004,Luukbongsod,Bgy,,,,R," 1,928 ",
150712005,Mananggal,Bgy,,,,R, 800 ,
150712006,Palahangan,Bgy,,,,R," 1,920 ",
150712007,Panducan,Bgy,,,,R," 1,652 ",
150712008,Sangbay Big,Bgy,,,,R," 3,549 ",
150712009,Sangbay Small,Bgy,,,,R," 2,900 ",
150712010,Tausan,Bgy,,,,R," 4,521 ",
150713000,Tabuan-Lasa,Mun,,,-,," 24,188 ",
150713001,Babag,Bgy,Babuan Island,,,R," 2,179 ",
150713002,Balanting,Bgy,,,,R," 1,411 ",
150713003,Boloh-boloh,Bgy,,,,R," 1,261 ",
150713004,Bukut-Umus,Bgy,,,,R," 2,984 ",
150713005,Kaumpurnah,Bgy,,,,R," 1,947 ",
150713006,Lanawan,Bgy,,,,R," 4,174 ",
150713007,Pisak-pisak,Bgy,,,,R, 958 ,
150713008,Saluping,Bgy,,,,R," 2,128 ",
150713009,Suligan,Bgy,Babuan Island,,,R," 1,078 ",
150713010,Sulloh,Bgy,Tapiantana,,,R," 1,785 ",
150713011,Tambulig Buton,Bgy,,,,R," 1,582 ",
150713012,Tong-Umus,Bgy,,,,R," 2,701 ",
153600000,Lanao del Sur,Prov,,,1st,," 1,045,429 ",
153601000,Bacolod-Kalawi,Mun,Bacolod Grande,,3rd,," 20,841 ",
153601001,Ampao,Bgy,,,,R, 904 ,
153601002,Bagoaingud,Bgy,,,,R, 696 ,
153601004,Balut,Bgy,,,,R, 594 ,
153601005,Barua,Bgy,,,,R, 805 ,
153601006,Buadiawani,Bgy,,,,R, 513 ,
153601007,Bubong,Bgy,,,,R," 1,291 ",
153601008,Dilabayan,Bgy,,,,R, 695 ,
153601009,Dipatuan,Bgy,,,,R," 2,136 ",
153601010,Daramoyod,Bgy,,,,R, 696 ,
153601011,Gandamato,Bgy,,,,R, 629 ,
153601012,Gurain,Bgy,,,,R, 390 ,
153601013,Ilian,Bgy,,,,R, 904 ,
153601014,Lama,Bgy,,,,R, 794 ,
153601015,Liawao,Bgy,,,,R, 422 ,
153601016,Lumbaca-Ingud,Bgy,,,,R," 1,061 ",
153601018,Madanding,Bgy,,,,R, 892 ,
153601019,Orong,Bgy,,,,R, 724 ,
153601020,Pindolonan,Bgy,,,,R, 455 ,
153601021,Poblacion I,Bgy,,,,R, 812 ,
153601022,Poblacion II,Bgy,,,,R," 1,196 ",
153601023,Raya,Bgy,,,,R, 616 ,
153601024,Rorowan,Bgy,,,,R, 471 ,
153601025,Sugod,Bgy,,,,R, 999 ,
153601026,Tambo,Bgy,,,,R, 617 ,
153601027,Tuka I,Bgy,,,,R, 813 ,
153601028,Tuka II,Bgy,,,,R, 716 ,
153602000,Balabagan,Mun,,,4th*,," 26,819 ",
153602002,Banago,Bgy,,,,R," 2,203 ",
153602003,Barorao,Bgy,,,,R," 1,862 ",
153602004,Batuan,Bgy,,,,R," 1,163 ",
153602006,Budas,Bgy,,,,R, 798 ,
153602007,Calilangan,Bgy,,,,R, 829 ,
153602008,Igabay,Bgy,,,,R," 1,218 ",
153602010,Lalabuan,Bgy,,,,R," 1,159 ",
153602011,Magulalung Occidental,Bgy,,,,R, 919 ,
153602012,Magulalung Oriental,Bgy,,,,R, 842 ,
153602013,Molimoc,Bgy,,,,R, 754 ,
153602014,Narra,Bgy,,,,R, 778 ,
153602015,Plasan,Bgy,,,,R, 727 ,
153602016,Purakan,Bgy,,,,R," 1,054 ",
153602019,Buisan,Bgy,Bengabeng,,,R, 354 ,
153602022,Buenavista,Bgy,,,,R, 622 ,
153602027,Lorenzo,Bgy,,,,R," 1,408 ",
153602029,Lower Itil,Bgy,,,,R, 911 ,
153602032,Macao,Bgy,,,,R, 725 ,
153602039,Poblacion,Bgy,Balabagan,,,U," 1,485 ",
153602043,Upper Itil,Bgy,,,,R, 962 ,
153602050,Bagoaingud,Bgy,,,,R," 1,066 ",
153602051,Ilian,Bgy,,,,R, 689 ,
153602052,Lumbac,Bgy,,,,R, 989 ,
153602053,Matampay,Bgy,,,,R, 887 ,
153602054,Matanog,Bgy,,,,R, 775 ,
153602055,Pindolonan,Bgy,,,,R," 1,000 ",
153602056,Tataya,Bgy,,,,R, 640 ,
153603000,Balindong,Mun,Watu,,4th*,," 29,180 ",
153603001,Abaga,Bgy,,,,R, 678 ,
153603005,Poblacion,Bgy,Balindong,,,R," 1,257 ",
153603006,Pantaragoo,Bgy,,,,R, 692 ,
153603007,Bantoga Wato,Bgy,,,,R, 743 ,
153603008,Barit,Bgy,,,,R, 674 ,
153603009,Bubong,Bgy,,,,R, 931 ,
153603011,Bubong Cadapaan,Bgy,,,,R, 876 ,
153603013,Borakis,Bgy,,,,R, 493 ,
153603014,Bualan,Bgy,,,,R," 1,578 ",
153603015,Cadapaan,Bgy,,,,R, 662 ,
153603016,Cadayonan,Bgy,,,,R, 853 ,
153603018,Kaluntay,Bgy,,,,R, 218 ,
153603021,Dadayag,Bgy,,,,R, 614 ,
153603022,Dado,Bgy,,,,R, 501 ,
153603024,Dibarusan,Bgy,,,,R, 738 ,
153603025,Dilausan,Bgy,,,,R," 1,212 ",
153603026,Dimarao,Bgy,,,,R, 227 ,
153603027,Ingud,Bgy,,,,R, 746 ,
153603029,Lalabuan,Bgy,,,,R, 864 ,
153603031,Lilod,Bgy,,,,R," 1,719 ",
153603032,Lumbayao,Bgy,,,,R," 1,237 ",
153603033,Limbo,Bgy,,,,R, 444 ,
153603035,Lumbac Lalan,Bgy,,,,R, 603 ,
153603036,Lumbac Wato,Bgy,,,,R, 745 ,
153603037,Magarang,Bgy,,,,R, 428 ,
153603041,Nusa Lumba Ranao,Bgy,,,,R, 855 ,
153603042,Padila,Bgy,,,,R, 545 ,
153603043,Pagayawan,Bgy,,,,R, 652 ,
153603044,Paigoay,Bgy,,,,R, 661 ,
153603046,Raya,Bgy,,,,R, 813 ,
153603047,Salipongan,Bgy,,,,R," 1,043 ",
153603050,Talub,Bgy,,,,R, 396 ,
153603051,Tomarompong,Bgy,,,,R, 314 ,
153603052,Tantua Raya,Bgy,,,,R, 952 ,
153603053,Tuka Bubong,Bgy,,,,R, 561 ,
153603054,Bolinsong,Bgy,,,,R, 350 ,
153603055,Lati,Bgy,,,,R," 1,271 ",
153603056,Malaig,Bgy,,,,R," 1,034 ",
153604000,Bayang,Mun,,,5th,," 23,965 ",
153604003,Bagoaingud,Bgy,,,,R, 369 ,
153604004,Bairan (Pob.),Bgy,,,,R, 841 ,
153604005,Bandingun,Bgy,,,,R, 507 ,
153604006,Biabi,Bgy,,,,R, 351 ,
153604007,Bialaan,Bgy,,,,R, 516 ,
153604009,Cadayonan,Bgy,,,,R, 300 ,
153604010,Lumbac Cadayonan,Bgy,,,,R, 853 ,
153604011,Lalapung Central,Bgy,,,,R, 424 ,
153604012,Condaraan Pob.,Bgy,Condaraan Dimadap,,,R, 931 ,
153604013,Cormatan,Bgy,,,,R, 378 ,
153604014,Ilian,Bgy,,,,R, 322 ,
153604015,Lalapung Proper (Pob.),Bgy,,,,R, 411 ,
153604017,Bubong Lilod,Bgy,,,,R, 751 ,
153604018,Linao,Bgy,,,,R, 650 ,
153604019,Linuk (Pob.),Bgy,,,,R, 616 ,
153604020,Liong,Bgy,,,,R, 344 ,
153604021,Lumbac,Bgy,,,,R, 410 ,
153604022,Mimbalawag,Bgy,,,,R, 379 ,
153604024,Maliwanag,Bgy,,,,R, 714 ,
153604025,Mapantao,Bgy,,,,R, 342 ,
153604027,Cadingilan Occidental,Bgy,,,,R, 687 ,
153604028,Cadingilan Oriental,Bgy,,,,R, 512 ,
153604030,Palao,Bgy,,,,R, 392 ,
153604031,Pama-an,Bgy,,,,R, 452 ,
153604032,Pamacotan,Bgy,,,,R, 208 ,
153604033,Pantar,Bgy,,,,R, 372 ,
153604034,Parao,Bgy,,,,R, 714 ,
153604035,Patong,Bgy,,,,R, 314 ,
153604036,Porotan,Bgy,,,,R, 314 ,
153604037,Rantian,Bgy,,,,R, 561 ,
153604038,Raya Cadayonan,Bgy,,,,R, 596 ,
153604039,Rinabor (Pob.),Bgy,,,,R, 502 ,
153604040,Sapa,Bgy,,,,R, 366 ,
153604041,Samporna (Pob.),Bgy,,,,R, 505 ,
153604042,Silid,Bgy,,,,R, 432 ,
153604043,Sugod,Bgy,,,,R, 502 ,
153604044,Sultan Pandapatan,Bgy,,,,U, 522 ,
153604045,Sumbag (Pob.),Bgy,,,,R, 436 ,
153604046,Tagoranao,Bgy,,,,R, 453 ,
153604047,Tangcal,Bgy,,,,R, 489 ,
153604048,Tangcal Proper (Pob.),Bgy,,,,R, 615 ,
153604049,Tuca (Pob.),Bgy,,,,R, 821 ,
153604050,Tomarompong,Bgy,,,,R, 648 ,
153604051,Tomongcal Ligi,Bgy,,,,R, 347 ,
153604052,Torogan,Bgy,,,,R, 349 ,
153604053,Lalapung Upper,Bgy,,,,R, 471 ,
153604054,Gandamato,Bgy,,,,R, 240 ,
153604055,Bubong Raya,Bgy,,,,R, 320 ,
153604056,Poblacion,Bgy,Bayang,,,R, 416 ,
153605000,Binidayan,Mun,,,4th,," 22,079 ",
153605001,Badak,Bgy,,,,R, 798 ,
153605002,Baguiangun,Bgy,,,,R, 695 ,
153605003,Balut Maito,Bgy,,,,R, 357 ,
153605004,Basak,Bgy,,,,R," 1,402 ",
153605005,Bubong,Bgy,,,,U, 717 ,
153605006,Bubonga-Ranao,Bgy,,,,R, 605 ,
153605009,Dansalan Dacsula,Bgy,,,,R, 721 ,
153605010,Ingud,Bgy,,,,R, 705 ,
153605011,Kialilidan,Bgy,,,,U," 1,114 ",
153605012,Lumbac,Bgy,,,,R, 822 ,
153605014,Macaguiling,Bgy,,,,R, 717 ,
153605015,Madaya,Bgy,,,,R, 714 ,
153605016,Magonaya,Bgy,,,,R," 1,000 ",
153605017,Maindig,Bgy,,,,R, 964 ,
153605018,Masolun,Bgy,,,,U, 704 ,
